Trip_Number	Customer_Number	Trip_Country	Customer Country	Trip Country CentroidX	Trip Country Centroid Y	Customer Country Centroid X	Customer Country Centroid Y
4754	10289	Vietnam	Hong Kong	1198	372	1225	278
4754	10289	Vietnam	Hong Kong	1198	372	1225	278
1046	10290	Thailand	Hong Kong	1160	352	1225	278
2206	10290	United States	Hong Kong	190	226	1225	278
3318	10290	Thailand	Hong Kong	1160	352	1225	278
6411	10290	United States	Hong Kong	190	226	1225	278
1245	10291	United States	Hong Kong	190	226	1225	278
1245	10291	United States	Hong Kong	190	226	1225	278
2210	10291	Malaysia	Hong Kong	1178	432	1225	278
2210	10291	Malaysia	Hong Kong	1178	432	1225	278
1839	10291	Macao	Hong Kong	1227	314	1225	278
3498	10291	Egypt	Hong Kong	806	294	1225	278
3498	10291	Egypt	Hong Kong	806	294	1225	278
5614	10291	United Arab Emirates	Hong Kong	727	310	1225	278
1246	10292	United States	Uganda	190	226	822	422
1195	10293	China	Canada	1132	250	200	120
1195	10293	China	Canada	1132	250	200	120
1247	10293	Hong Kong	Canada	1225	278	200	120
1247	10293	Hong Kong	Canada	1225	278	200	120
1699	10293	United States	Canada	190	226	200	120
1699	10293	United States	Canada	190	226	200	120
1699	10293	United States	Canada	190	226	200	120
1699	10293	United States	Canada	190	226	200	120
1892	10293	Singapore	Canada	1179	432	200	120
1892	10293	Singapore	Canada	1179	432	200	120
2200	10293	New Zealand	Canada	1426	689	200	120
2472	10293	China	Canada	1132	250	200	120
2707	10293	United States	Canada	190	226	200	120
5658	10293	United States	Canada	190	226	200	120
5947	10293	Australia	Canada	1310	582	200	120
6479	10293	China	Canada	1132	250	200	120
6479	10293	China	Canada	1132	250	200	120
1781	10293	Fiji	Canada	1489	512	200	120
1243	10294	Mexico	United States	165	309	190	226
1248	10295	China	Hong Kong	1132	250	1225	278
2502	10295	Estonia	Hong Kong	774	118	1225	278
2502	10295	Estonia	Hong Kong	774	118	1225	278
2502	10295	Estonia	Hong Kong	774	118	1225	278
2502	10295	Estonia	Hong Kong	774	118	1225	278
2502	10295	Estonia	Hong Kong	774	118	1225	278
2502	10295	Estonia	Hong Kong	774	118	1225	278
2500	10295	Finland	Hong Kong	773	95	1225	278
2500	10295	Finland	Hong Kong	773	95	1225	278
2500	10295	Finland	Hong Kong	773	95	1225	278
2500	10295	Finland	Hong Kong	773	95	1225	278
2500	10295	Finland	Hong Kong	773	95	1225	278
2500	10295	Finland	Hong Kong	773	95	1225	278
1616	10295	Germany	Hong Kong	711	155	1225	278
1616	10295	Germany	Hong Kong	711	155	1225	278
1616	10295	Germany	Hong Kong	711	155	1225	278
1616	10295	Germany	Hong Kong	711	155	1225	278
1616	10295	Germany	Hong Kong	711	155	1225	278
1616	10295	Germany	Hong Kong	711	155	1225	278
2503	10295	Sweden	Hong Kong	730	111	1225	278
2503	10295	Sweden	Hong Kong	730	111	1225	278
2503	10295	Sweden	Hong Kong	730	111	1225	278
2503	10295	Sweden	Hong Kong	730	111	1225	278
2503	10295	Sweden	Hong Kong	730	111	1225	278
2503	10295	Sweden	Hong Kong	730	111	1225	278
5094	10295	United Kingdom	Hong Kong	662	150	1225	278
5094	10295	United Kingdom	Hong Kong	662	150	1225	278
1249	10296	China	Hong Kong	1132	250	1225	278
2486	10296	China	Hong Kong	1132	250	1225	278
1243	10297	Mexico	United States	165	309	190	226
1250	10297	Canada	United States	200	120	190	226
1251	10298	Singapore	Hong Kong	1179	432	1225	278
1873	10298	China	Hong Kong	1132	250	1225	278
1962	10298	Thailand	Hong Kong	1160	352	1225	278
2663	10298	China	Hong Kong	1132	250	1225	278
3208	10298	Hong Kong	Hong Kong	1225	278	1225	278
3575	10298	Iceland	Hong Kong	603	88	1225	278
5312	10298	Maldives	Hong Kong	1021	414	1225	278
5312	10298	Maldives	Hong Kong	1021	414	1225	278
3600	10298	Mauritius	Hong Kong	944	555	1225	278
4656	10298	Cambodia	Hong Kong	1180	371	1225	278
6090	10298	New Zealand	Hong Kong	1426	689	1225	278
6090	10298	New Zealand	Hong Kong	1426	689	1225	278
4022	10298	Vietnam	Hong Kong	1198	372	1225	278
1252	10299	South Korea	Hong Kong	1258	238	1225	278
1252	10299	South Korea	Hong Kong	1258	238	1225	278
1048	10300	Croatia	Hong Kong	735	189	1225	278
1807	10300	China	Hong Kong	1132	250	1225	278
4896	10300	Japan	Hong Kong	1314	239	1225	278
1048	10301	Croatia	Hong Kong	735	189	1225	278
1745	10301	Morocco	Hong Kong	632	264	1225	278
2198	10301	Morocco	Hong Kong	632	264	1225	278
4109	10301	Hong Kong	Hong Kong	1225	278	1225	278
4186	10301	Morocco	Hong Kong	632	264	1225	278
6114	10301	Iceland	Hong Kong	603	88	1225	278
1253	10302	Morocco	Hong Kong	632	264	1225	278
2002	10302	Germany	Hong Kong	711	155	1225	278
2002	10302	Germany	Hong Kong	711	155	1225	278
2002	10302	Germany	Hong Kong	711	155	1225	278
2200	10302	New Zealand	Hong Kong	1426	689	1225	278
2200	10302	New Zealand	Hong Kong	1426	689	1225	278
3127	10302	China	Hong Kong	1132	250	1225	278
3127	10302	China	Hong Kong	1132	250	1225	278
3127	10302	China	Hong Kong	1132	250	1225	278
3156	10302	Germany	Hong Kong	711	155	1225	278
3156	10302	Germany	Hong Kong	711	155	1225	278
3156	10302	Germany	Hong Kong	711	155	1225	278
3678	10302	Thailand	Hong Kong	1160	352	1225	278
3678	10302	Thailand	Hong Kong	1160	352	1225	278
3678	10302	Thailand	Hong Kong	1160	352	1225	278
3678	10302	Thailand	Hong Kong	1160	352	1225	278
2275	10302	Netherlands	Hong Kong	692	152	1225	278
2275	10302	Netherlands	Hong Kong	692	152	1225	278
4897	10302	New Zealand	Hong Kong	1426	689	1225	278
4897	10302	New Zealand	Hong Kong	1426	689	1225	278
5415	10302	Thailand	Hong Kong	1160	352	1225	278
1254	10303	United States	Hong Kong	190	226	1225	278
1316	10303	Japan	Hong Kong	1314	239	1225	278
1461	10303	China	Hong Kong	1132	250	1225	278
1626	10303	Japan	Hong Kong	1314	239	1225	278
1731	10303	Japan	Hong Kong	1314	239	1225	278
1754	10303	United States	Hong Kong	190	226	1225	278
1815	10303	United States	Hong Kong	190	226	1225	278
2161	10303	Japan	Hong Kong	1314	239	1225	278
2182	10303	United States	Hong Kong	190	226	1225	278
2353	10303	Japan	Hong Kong	1314	239	1225	278
4443	10303	United States	Hong Kong	190	226	1225	278
4967	10303	Japan	Hong Kong	1314	239	1225	278
1252	10303	South Korea	Hong Kong	1258	238	1225	278
6985	10303	United States	Hong Kong	190	226	1225	278
4641	10303	South Korea	Hong Kong	1258	238	1225	278
5857	10303	South Korea	Hong Kong	1258	238	1225	278
1249	10304	China	Hong Kong	1132	250	1225	278
1255	10304	Spain	Hong Kong	650	219	1225	278
3548	10304	Malaysia	Hong Kong	1178	432	1225	278
3678	10304	Thailand	Hong Kong	1160	352	1225	278
4700	10304	Japan	Hong Kong	1314	239	1225	278
1053	10305	Morocco	Hong Kong	632	264	1225	278
1256	10305	Thailand	Hong Kong	1160	352	1225	278
1311	10305	Thailand	Hong Kong	1160	352	1225	278
2353	10305	Japan	Hong Kong	1314	239	1225	278
3515	10305	Thailand	Hong Kong	1160	352	1225	278
4372	10305	China	Hong Kong	1132	250	1225	278
4814	10305	Morocco	Hong Kong	632	264	1225	278
1027	10306	Philippines	Hong Kong	1258	356	1225	278
1257	10306	China	Hong Kong	1132	250	1225	278
1257	10306	China	Hong Kong	1132	250	1225	278
2669	10306	China	Hong Kong	1132	250	1225	278
6165	10306	China	Hong Kong	1132	250	1225	278
1258	10307	Mexico	United States	165	309	190	226
2717	10307	United States	United States	190	226	190	226
1224	10308	United States	United States	190	226	190	226
1258	10308	Mexico	United States	165	309	190	226
5252	10308	Mexico	United States	165	309	190	226
1224	10309	United States	United States	190	226	190	226
1258	10309	Mexico	United States	165	309	190	226
1258	10309	Mexico	United States	165	309	190	226
1552	10309	United States	United States	190	226	190	226
3562	10309	Mexico	United States	165	309	190	226
4553	10309	United States	United States	190	226	190	226
1240	10310	New Zealand	Hong Kong	1426	689	1225	278
1259	10310	Australia	Hong Kong	1310	582	1225	278
1259	10310	Australia	Hong Kong	1310	582	1225	278
1259	10310	Australia	Hong Kong	1310	582	1225	278
1387	10310	Australia	Hong Kong	1310	582	1225	278
3551	10310	Myanmar	Hong Kong	1132	322	1225	278
3551	10310	Myanmar	Hong Kong	1132	322	1225	278
3551	10310	Myanmar	Hong Kong	1132	322	1225	278
6470	10310	Singapore	Hong Kong	1179	432	1225	278
1260	10311	United States	Uganda	190	226	822	422
1617	10311	United States	Uganda	190	226	822	422
1261	10312	United Arab Emirates	Hong Kong	727	310	1225	278
2487	10312	South Korea	Hong Kong	1258	238	1225	278
2538	10312	South Korea	Hong Kong	1258	238	1225	278
3564	10312	South Korea	Hong Kong	1258	238	1225	278
1262	10313	Kenya	Kenya	846	437	846	437
4359	10313	Kenya	Kenya	846	437	846	437
1263	10314	Mexico	United States	165	309	190	226
1263	10315	Mexico	United States	165	309	190	226
1063	10316	China	Hong Kong	1132	250	1225	278
1264	10316	Malaysia	Hong Kong	1178	432	1225	278
1264	10316	Malaysia	Hong Kong	1178	432	1225	278
1264	10316	Malaysia	Hong Kong	1178	432	1225	278
1264	10316	Malaysia	Hong Kong	1178	432	1225	278
1264	10316	Malaysia	Hong Kong	1178	432	1225	278
2272	10316	Indonesia	Hong Kong	1233	445	1225	278
1265	10317	China	Hong Kong	1132	250	1225	278
1243	10318	Mexico	United States	165	309	190	226
1266	10318	Mexico	United States	165	309	190	226
4987	10318	Malta	United States	730	243	190	226
1014	10319	Egypt	Australia	806	294	1310	582
1022	10319	United States	Australia	190	226	1310	582
1042	10319	Hungary	Australia	752	180	1310	582
1110	10319	United States	Australia	190	226	1310	582
1408	10319	Mexico	Australia	165	309	1310	582
3416	10319	Thailand	Australia	1160	352	1310	582
3534	10319	Hong Kong	Australia	1225	278	1310	582
4332	10319	Greece	Australia	764	220	1310	582
4725	10319	Israel	Australia	830	263	1310	582
4725	10319	Israel	Australia	830	263	1310	582
6882	10319	Philippines	Australia	1258	356	1310	582
2272	10319	Indonesia	Australia	1233	445	1310	582
7038	10319	Papua New Guinea	Australia	1380	474	1310	582
1267	10319	Vanuatu	Australia	1488	532	1310	582
1268	10320	Croatia	Cyprus	735	189	819	248
1269	10321	Bosnia And Herzegovina	Russia	747	197	1040	115
1270	10322	United Arab Emirates	Hong Kong	727	310	1225	278
1271	10323	Romania	Hong Kong	777	185	1225	278
1603	10323	Czech Republic	Hong Kong	732	165	1225	278
6071	10323	China	Hong Kong	1132	250	1225	278
1271	10324	Romania	Hong Kong	777	185	1225	278
1603	10324	Czech Republic	Hong Kong	732	165	1225	278
1272	10325	Hong Kong	Hong Kong	1225	278	1225	278
4130	10325	Macao	Hong Kong	1227	314	1225	278
4130	10325	Macao	Hong Kong	1227	314	1225	278
1273	10326	Japan	Hong Kong	1314	239	1225	278
1360	10326	United States	Hong Kong	190	226	1225	278
1669	10326	Philippines	Hong Kong	1258	356	1225	278
1669	10326	Philippines	Hong Kong	1258	356	1225	278
2418	10326	Greece	Hong Kong	764	220	1225	278
3011	10326	Maldives	Hong Kong	1021	414	1225	278
4278	10326	United States	Hong Kong	190	226	1225	278
4680	10326	China	Hong Kong	1132	250	1225	278
4771	10326	United States	Hong Kong	190	226	1225	278
1274	10327	Thailand	Hong Kong	1160	352	1225	278
1274	10327	Thailand	Hong Kong	1160	352	1225	278
1274	10327	Thailand	Hong Kong	1160	352	1225	278
1274	10327	Thailand	Hong Kong	1160	352	1225	278
1274	10327	Thailand	Hong Kong	1160	352	1225	278
1807	10327	China	Hong Kong	1132	250	1225	278
1275	10328	Japan	Hong Kong	1314	239	1225	278
2356	10328	Iceland	Hong Kong	603	88	1225	278
1276	10329	United States	Hong Kong	190	226	1225	278
5924	10329	Vietnam	Hong Kong	1198	372	1225	278
5924	10329	Vietnam	Hong Kong	1198	372	1225	278
5924	10329	Vietnam	Hong Kong	1198	372	1225	278
1277	10330	Austria	Romania	729	177	777	185
1278	10331	Morocco	Hong Kong	632	264	1225	278
4721	10331	Netherlands	Hong Kong	692	152	1225	278
4317	10331	Czech Republic	Hong Kong	732	165	1225	278
4499	10331	Greece	Hong Kong	764	220	1225	278
5379	10331	Norway	Hong Kong	711	107	1225	278
4687	10331	Italy	Hong Kong	728	208	1225	278
4728	10331	Morocco	Hong Kong	632	264	1225	278
6153	10331	Italy	Hong Kong	728	208	1225	278
6945	10331	Italy	Hong Kong	728	208	1225	278
6945	10331	Italy	Hong Kong	728	208	1225	278
1279	10332	Morocco	Hong Kong	632	264	1225	278
1279	10332	Morocco	Hong Kong	632	264	1225	278
1279	10332	Morocco	Hong Kong	632	264	1225	278
1279	10332	Morocco	Hong Kong	632	264	1225	278
1382	10332	Australia	Hong Kong	1310	582	1225	278
2616	10332	Mexico	Hong Kong	165	309	1225	278
2669	10332	China	Hong Kong	1132	250	1225	278
2823	10332	China	Hong Kong	1132	250	1225	278
6643	10332	Maldives	Hong Kong	1021	414	1225	278
4041	10332	Italy	Hong Kong	728	208	1225	278
4421	10332	Australia	Hong Kong	1310	582	1225	278
5246	10332	China	Hong Kong	1132	250	1225	278
5246	10332	China	Hong Kong	1132	250	1225	278
5246	10332	China	Hong Kong	1132	250	1225	278
5816	10332	Australia	Hong Kong	1310	582	1225	278
1280	10333	Brazil	United States	400	500	190	226
1281	10334	Fiji	Hong Kong	1489	512	1225	278
1620	10334	New Zealand	Hong Kong	1426	689	1225	278
1282	10335	South Korea	Russia	1258	238	1040	115
1283	10336	Hungary	Romania	752	180	777	185
1284	10337	Czech Republic	Greece	732	165	764	220
1285	10338	Czech Republic	United States	732	165	190	226
1276	10339	United States	Zimbabwe	190	226	808	545
1286	10340	Greece	Hong Kong	764	220	1225	278
2215	10340	Austria	Hong Kong	729	177	1225	278
4058	10340	France	Hong Kong	676	183	1225	278
5576	10340	United Arab Emirates	Hong Kong	727	310	1225	278
1287	10341	China	Hong Kong	1132	250	1225	278
1288	10342	South Africa	South Africa	779	601	779	601
2597	10342	South Africa	South Africa	779	601	779	601
1242	10343	Malaysia	Hong Kong	1178	432	1225	278
1289	10343	Malaysia	Hong Kong	1178	432	1225	278
1290	10344	China	Hong Kong	1132	250	1225	278
1290	10344	China	Hong Kong	1132	250	1225	278
1290	10344	China	Hong Kong	1132	250	1225	278
2314	10344	Macao	Hong Kong	1227	314	1225	278
3459	10345	Czech Republic	Hong Kong	732	165	1225	278
1291	10345	Slovakia	Hong Kong	752	171	1225	278
1292	10346	Thailand	Hong Kong	1160	352	1225	278
1422	10346	China	Hong Kong	1132	250	1225	278
1839	10346	Macao	Hong Kong	1227	314	1225	278
2421	10346	Hong Kong	Hong Kong	1225	278	1225	278
3739	10346	China	Hong Kong	1132	250	1225	278
4120	10346	China	Hong Kong	1132	250	1225	278
4274	10346	Hong Kong	Hong Kong	1225	278	1225	278
1258	10347	Mexico	United States	165	309	190	226
1258	10348	Mexico	United States	165	309	190	226
1468	10348	United States	United States	190	226	190	226
1294	10349	South Korea	Hong Kong	1258	238	1225	278
1294	10349	South Korea	Hong Kong	1258	238	1225	278
1294	10349	South Korea	Hong Kong	1258	238	1225	278
2224	10349	South Korea	Hong Kong	1258	238	1225	278
2224	10349	South Korea	Hong Kong	1258	238	1225	278
1294	10350	South Korea	Hong Kong	1258	238	1225	278
1295	10351	China	Hong Kong	1132	250	1225	278
1297	10352	Dominican Republic	United States	315	335	190	226
1175	10353	Greece	Hong Kong	764	220	1225	278
1175	10353	Greece	Hong Kong	764	220	1225	278
1298	10353	China	Hong Kong	1132	250	1225	278
2408	10353	Greece	Hong Kong	764	220	1225	278
2408	10353	Greece	Hong Kong	764	220	1225	278
3228	10353	Japan	Hong Kong	1314	239	1225	278
4453	10353	Malaysia	Hong Kong	1178	432	1225	278
5794	10353	United Arab Emirates	Hong Kong	727	310	1225	278
1299	10354	United States	United States	190	226	190	226
1684	10354	United States	United States	190	226	190	226
1886	10354	France	United States	676	183	190	226
1886	10354	France	United States	676	183	190	226
2570	10354	United States	United States	190	226	190	226
3339	10354	United States	United States	190	226	190	226
5243	10354	United States	United States	190	226	190	226
5775	10354	United States	United States	190	226	190	226
6451	10354	United States	United States	190	226	190	226
1300	10355	Brazil	United States	400	500	190	226
1301	10356	China	Hong Kong	1132	250	1225	278
1301	10356	China	Hong Kong	1132	250	1225	278
1897	10356	China	Hong Kong	1132	250	1225	278
2745	10356	Thailand	Hong Kong	1160	352	1225	278
2745	10356	Thailand	Hong Kong	1160	352	1225	278
1302	10357	China	Hong Kong	1132	250	1225	278
2413	10357	Philippines	Hong Kong	1258	356	1225	278
3039	10357	China	Hong Kong	1132	250	1225	278
1303	10358	Australia	Australia	1310	582	1310	582
1704	10358	Australia	Australia	1310	582	1310	582
4261	10358	Australia	Australia	1310	582	1310	582
6926	10358	Australia	Australia	1310	582	1310	582
2958	10359	Singapore	Hong Kong	1179	432	1225	278
3807	10359	China	Hong Kong	1132	250	1225	278
1304	10359	Norway	Hong Kong	711	107	1225	278
1305	10360	China	Hong Kong	1132	250	1225	278
1305	10360	China	Hong Kong	1132	250	1225	278
1849	10360	Philippines	Hong Kong	1258	356	1225	278
1110	10361	United States	South Africa	190	226	779	601
1215	10361	Egypt	South Africa	806	294	779	601
1306	10361	Zimbabwe	South Africa	808	545	779	601
3248	10361	South Africa	South Africa	779	601	779	601
5085	10361	France	South Africa	676	183	779	601
1307	10362	Thailand	Hong Kong	1160	352	1225	278
1307	10362	Thailand	Hong Kong	1160	352	1225	278
1307	10362	Thailand	Hong Kong	1160	352	1225	278
1308	10363	United States	United States	190	226	190	226
1308	10363	United States	United States	190	226	190	226
1308	10363	United States	United States	190	226	190	226
1632	10363	United States	United States	190	226	190	226
4470	10363	Canada	United States	200	120	190	226
4470	10363	Canada	United States	200	120	190	226
1309	10364	Mexico	United States	165	309	190	226
1310	10365	United Kingdom	United States	662	150	190	226
2071	10365	United Arab Emirates	United States	727	310	190	226
3521	10365	Brazil	United States	400	500	190	226
1311	10366	Thailand	Hong Kong	1160	352	1225	278
1312	10367	Denmark	Hong Kong	709	135	1225	278
1312	10367	Denmark	Hong Kong	709	135	1225	278
1313	10368	Thailand	Hong Kong	1160	352	1225	278
1675	10368	China	Hong Kong	1132	250	1225	278
3625	10368	Thailand	Hong Kong	1160	352	1225	278
1173	10368	Myanmar	Hong Kong	1132	322	1225	278
4512	10368	Japan	Hong Kong	1314	239	1225	278
5440	10368	China	Hong Kong	1132	250	1225	278
6132	10368	Mexico	Hong Kong	165	309	1225	278
1312	10369	Denmark	Hong Kong	709	135	1225	278
1839	10369	Macao	Hong Kong	1227	314	1225	278
4578	10369	China	Hong Kong	1132	250	1225	278
6624	10369	Australia	Hong Kong	1310	582	1225	278
1314	10370	China	Hong Kong	1132	250	1225	278
1352	10370	Singapore	Hong Kong	1179	432	1225	278
3606	10370	Thailand	Hong Kong	1160	352	1225	278
3606	10370	Thailand	Hong Kong	1160	352	1225	278
1315	10371	Czech Republic	Greece	732	165	764	220
2220	10371	Hungary	Greece	752	180	764	220
1316	10372	Japan	Hong Kong	1314	239	1225	278
1316	10372	Japan	Hong Kong	1314	239	1225	278
2554	10372	Kenya	Hong Kong	846	437	1225	278
3796	10372	Australia	Hong Kong	1310	582	1225	278
3796	10372	Australia	Hong Kong	1310	582	1225	278
1952	10372	Myanmar	Hong Kong	1132	322	1225	278
4044	10372	Australia	Hong Kong	1310	582	1225	278
6855	10372	New Zealand	Hong Kong	1426	689	1225	278
1317	10373	Indonesia	United States	1233	445	190	226
1243	10373	Mexico	United States	165	309	190	226
1330	10373	United States	United States	190	226	190	226
3006	10373	Jamaica	United States	277	338	190	226
4673	10373	United States	United States	190	226	190	226
5040	10373	Puerto Rico	United States	331	339	190	226
1318	10374	Mexico	United States	165	309	190	226
1469	10374	United States	United States	190	226	190	226
1486	10374	United Arab Emirates	United States	727	310	190	226
2675	10374	Colombia	United States	300	420	190	226
3707	10374	United States	United States	190	226	190	226
4966	10374	United States	United States	190	226	190	226
1014	10375	Egypt	United States	806	294	190	226
1110	10375	United States	United States	190	226	190	226
1210	10375	Iceland	United States	603	88	190	226
2359	10375	Mexico	United States	165	309	190	226
1110	10376	United States	United States	190	226	190	226
1125	10376	Mexico	United States	165	309	190	226
1342	10376	Mexico	United States	165	309	190	226
1801	10376	Mexico	United States	165	309	190	226
1319	10377	Greece	Hong Kong	764	220	1225	278
1319	10377	Greece	Hong Kong	764	220	1225	278
1319	10377	Greece	Hong Kong	764	220	1225	278
4463	10377	China	Hong Kong	1132	250	1225	278
1877	10377	Vietnam	Hong Kong	1198	372	1225	278
1877	10377	Vietnam	Hong Kong	1198	372	1225	278
1877	10377	Vietnam	Hong Kong	1198	372	1225	278
1877	10377	Vietnam	Hong Kong	1198	372	1225	278
1877	10377	Vietnam	Hong Kong	1198	372	1225	278
1877	10377	Vietnam	Hong Kong	1198	372	1225	278
1877	10377	Vietnam	Hong Kong	1198	372	1225	278
1319	10378	Greece	Hong Kong	764	220	1225	278
1319	10378	Greece	Hong Kong	764	220	1225	278
1319	10378	Greece	Hong Kong	764	220	1225	278
1319	10378	Greece	Hong Kong	764	220	1225	278
1319	10378	Greece	Hong Kong	764	220	1225	278
1319	10378	Greece	Hong Kong	764	220	1225	278
2787	10379	Indonesia	Singapore	1233	445	1179	432
1320	10379	China	Singapore	1132	250	1179	432
2547	10379	Thailand	Singapore	1160	352	1179	432
4321	10379	Greece	Singapore	764	220	1179	432
5523	10379	Malaysia	Singapore	1178	432	1179	432
5737	10379	China	Singapore	1132	250	1179	432
5910	10379	Cambodia	Singapore	1180	371	1179	432
4891	10379	Vietnam	Singapore	1198	372	1179	432
1321	10380	China	Hong Kong	1132	250	1225	278
2701	10380	China	Hong Kong	1132	250	1225	278
2701	10380	China	Hong Kong	1132	250	1225	278
2727	10380	Malaysia	Hong Kong	1178	432	1225	278
4080	10380	Romania	Hong Kong	777	185	1225	278
5158	10380	Thailand	Hong Kong	1160	352	1225	278
1322	10381	Australia	Hong Kong	1310	582	1225	278
2127	10381	Australia	Hong Kong	1310	582	1225	278
2038	10381	Macao	Hong Kong	1227	314	1225	278
3671	10381	Australia	Hong Kong	1310	582	1225	278
3671	10381	Australia	Hong Kong	1310	582	1225	278
3754	10381	China	Hong Kong	1132	250	1225	278
2434	10381	South Korea	Hong Kong	1258	238	1225	278
5727	10381	Australia	Hong Kong	1310	582	1225	278
5727	10381	Australia	Hong Kong	1310	582	1225	278
5834	10381	Australia	Hong Kong	1310	582	1225	278
5834	10381	Australia	Hong Kong	1310	582	1225	278
6303	10381	Australia	Hong Kong	1310	582	1225	278
6303	10381	Australia	Hong Kong	1310	582	1225	278
1323	10382	Malaysia	Singapore	1178	432	1179	432
1324	10383	China	Hong Kong	1132	250	1225	278
1613	10383	China	Hong Kong	1132	250	1225	278
3834	10383	Austria	Hong Kong	729	177	1225	278
4058	10383	France	Hong Kong	676	183	1225	278
1392	10383	South Korea	Hong Kong	1258	238	1225	278
5825	10383	France	Hong Kong	676	183	1225	278
6439	10383	South Korea	Hong Kong	1258	238	1225	278
1325	10384	Japan	United States	1314	239	190	226
1326	10385	Egypt	Russia	806	294	1040	115
1366	10385	Greece	Russia	764	220	1040	115
1810	10385	Croatia	Russia	735	189	1040	115
1810	10385	Croatia	Russia	735	189	1040	115
2261	10385	Croatia	Russia	735	189	1040	115
1327	10386	Mexico	United States	165	309	190	226
1960	10387	Hong Kong	Hong Kong	1225	278	1225	278
1960	10387	Hong Kong	Hong Kong	1225	278	1225	278
1960	10387	Hong Kong	Hong Kong	1225	278	1225	278
1328	10387	South Korea	Hong Kong	1258	238	1225	278
1327	10388	Mexico	Australia	165	309	1310	582
1704	10388	Australia	Australia	1310	582	1310	582
1749	10388	Greece	Australia	764	220	1310	582
3900	10388	Australia	Australia	1310	582	1310	582
2272	10388	Indonesia	Australia	1233	445	1310	582
1329	10389	Greece	Hong Kong	764	220	1225	278
3874	10389	Greece	Hong Kong	764	220	1225	278
1327	10390	Mexico	Hong Kong	165	309	1225	278
1330	10390	United States	Hong Kong	190	226	1225	278
1349	10390	Fiji	Hong Kong	1489	512	1225	278
1435	10390	Japan	Hong Kong	1314	239	1225	278
1487	10390	Greece	Hong Kong	764	220	1225	278
1842	10390	Italy	Hong Kong	728	208	1225	278
2090	10390	Taiwan	Hong Kong	1251	311	1225	278
2517	10390	China	Hong Kong	1132	250	1225	278
3214	10390	United States	Hong Kong	190	226	1225	278
3957	10390	China	Hong Kong	1132	250	1225	278
4010	10390	United States	Hong Kong	190	226	1225	278
4177	10390	New Zealand	Hong Kong	1426	689	1225	278
4302	10390	Philippines	Hong Kong	1258	356	1225	278
4864	10390	United States	Hong Kong	190	226	1225	278
6465	10390	Canada	Hong Kong	200	120	1225	278
6606	10390	Mexico	Hong Kong	165	309	1225	278
5857	10390	South Korea	Hong Kong	1258	238	1225	278
1327	10391	Mexico	United States	165	309	190	226
1331	10392	Brazil	United States	400	500	190	226
4951	10393	Norway	United States	711	107	190	226
1332	10393	Sweden	United States	730	111	190	226
1333	10394	Philippines	Hong Kong	1258	356	1225	278
1334	10395	Iceland	Hong Kong	603	88	1225	278
2414	10395	United Arab Emirates	Hong Kong	727	310	1225	278
4936	10395	South Korea	Hong Kong	1258	238	1225	278
1335	10396	Malaysia	Hong Kong	1178	432	1225	278
1335	10396	Malaysia	Hong Kong	1178	432	1225	278
4488	10396	United States	Hong Kong	190	226	1225	278
2386	10397	Malaysia	Hong Kong	1178	432	1225	278
2386	10397	Malaysia	Hong Kong	1178	432	1225	278
2386	10397	Malaysia	Hong Kong	1178	432	1225	278
2386	10397	Malaysia	Hong Kong	1178	432	1225	278
2386	10397	Malaysia	Hong Kong	1178	432	1225	278
1336	10397	Vietnam	Hong Kong	1198	372	1225	278
1336	10397	Vietnam	Hong Kong	1198	372	1225	278
1336	10397	Vietnam	Hong Kong	1198	372	1225	278
1336	10397	Vietnam	Hong Kong	1198	372	1225	278
1336	10397	Vietnam	Hong Kong	1198	372	1225	278
1337	10398	Philippines	Hong Kong	1258	356	1225	278
3988	10398	Malaysia	Hong Kong	1178	432	1225	278
5285	10398	China	Hong Kong	1132	250	1225	278
1310	10399	United Kingdom	Hong Kong	662	150	1225	278
1310	10399	United Kingdom	Hong Kong	662	150	1225	278
1329	10399	Greece	Hong Kong	764	220	1225	278
1329	10399	Greece	Hong Kong	764	220	1225	278
1685	10399	United States	Hong Kong	190	226	1225	278
3050	10399	Canada	Hong Kong	200	120	1225	278
3874	10399	Greece	Hong Kong	764	220	1225	278
3874	10399	Greece	Hong Kong	764	220	1225	278
4797	10399	United Kingdom	Hong Kong	662	150	1225	278
4797	10399	United Kingdom	Hong Kong	662	150	1225	278
5518	10399	New Zealand	Hong Kong	1426	689	1225	278
5582	10399	China	Hong Kong	1132	250	1225	278
1338	10400	United States	Uganda	190	226	822	422
1339	10401	Mexico	United States	165	309	190	226
1339	10402	Mexico	United States	165	309	190	226
1338	10403	United States	United States	190	226	190	226
1340	10403	United States	United States	190	226	190	226
2222	10403	United States	United States	190	226	190	226
2560	10403	United States	United States	190	226	190	226
2736	10403	United States	United States	190	226	190	226
3197	10403	United States	United States	190	226	190	226
4366	10403	United States	United States	190	226	190	226
5479	10403	United States	United States	190	226	190	226
5565	10403	United States	United States	190	226	190	226
1341	10404	United States	United States	190	226	190	226
1342	10404	Mexico	United States	165	309	190	226
1814	10404	Mexico	United States	165	309	190	226
1125	10405	Mexico	United States	165	309	190	226
1327	10405	Mexico	United States	165	309	190	226
1342	10405	Mexico	United States	165	309	190	226
1343	10406	United States	United States	190	226	190	226
1343	10406	United States	United States	190	226	190	226
