Trip_Number	Customer_Number	Trip_Country	Customer Country	Trip Country CentroidX	Trip Country Centroid Y	Customer Country Centroid X	Customer Country Centroid Y
1000	10000	Malaysia	Hong Kong	1178	432	1225	278
1001	10001	Hong Kong	Hong Kong	1225	278	1225	278
1001	10001	Hong Kong	Hong Kong	1225	278	1225	278
1001	10001	Hong Kong	Hong Kong	1225	278	1225	278
1143	10001	United Arab Emirates	Hong Kong	727	310	1225	278
4730	10001	Fiji	Hong Kong	1489	512	1225	278
2154	10001	Thailand	Hong Kong	1160	352	1225	278
3541	10001	China	Hong Kong	1132	250	1225	278
5413	10001	China	Hong Kong	1132	250	1225	278
5460	10001	Cyprus	Hong Kong	819	248	1225	278
6101	10001	China	Hong Kong	1132	250	1225	278
3718	10002	Denmark	Hong Kong	709	135	1225	278
1002	10002	China	Hong Kong	1132	250	1225	278
1002	10002	China	Hong Kong	1132	250	1225	278
1002	10002	China	Hong Kong	1132	250	1225	278
1002	10002	China	Hong Kong	1132	250	1225	278
1002	10002	China	Hong Kong	1132	250	1225	278
1002	10002	China	Hong Kong	1132	250	1225	278
1002	10002	China	Hong Kong	1132	250	1225	278
2727	10002	Malaysia	Hong Kong	1178	432	1225	278
1001	10003	Hong Kong	Hong Kong	1225	278	1225	278
4007	10003	Thailand	Hong Kong	1160	352	1225	278
1003	10004	South Africa	South Africa	779	601	779	601
1004	10005	Germany	Malta	711	155	730	243
1004	10005	Germany	Malta	711	155	730	243
6721	10005	Croatia	Malta	735	189	730	243
6721	10005	Croatia	Malta	735	189	730	243
1005	10006	Japan	Hong Kong	1314	239	1225	278
1005	10006	Japan	Hong Kong	1314	239	1225	278
1012	10006	Thailand	Hong Kong	1160	352	1225	278
1012	10006	Thailand	Hong Kong	1160	352	1225	278
3150	10006	Thailand	Hong Kong	1160	352	1225	278
1001	10007	Hong Kong	Hong Kong	1225	278	1225	278
4007	10007	Thailand	Hong Kong	1160	352	1225	278
1006	10008	New Zealand	Hong Kong	1426	689	1225	278
1006	10008	New Zealand	Hong Kong	1426	689	1225	278
1006	10008	New Zealand	Hong Kong	1426	689	1225	278
1006	10008	New Zealand	Hong Kong	1426	689	1225	278
1006	10008	New Zealand	Hong Kong	1426	689	1225	278
2082	10008	China	Hong Kong	1132	250	1225	278
2082	10008	China	Hong Kong	1132	250	1225	278
2082	10008	China	Hong Kong	1132	250	1225	278
4675	10008	France	Hong Kong	676	183	1225	278
1000	10009	Malaysia	Greece	1178	432	764	220
2433	10009	Thailand	Greece	1160	352	764	220
1007	10010	France	Hong Kong	676	183	1225	278
1420	10010	United Arab Emirates	Hong Kong	727	310	1225	278
1420	10010	United Arab Emirates	Hong Kong	727	310	1225	278
4794	10010	Italy	Hong Kong	728	208	1225	278
1008	10011	China	Hong Kong	1132	250	1225	278
1008	10011	China	Hong Kong	1132	250	1225	278
1008	10011	China	Hong Kong	1132	250	1225	278
1008	10011	China	Hong Kong	1132	250	1225	278
1011	10011	China	Hong Kong	1132	250	1225	278
1011	10011	China	Hong Kong	1132	250	1225	278
1011	10011	China	Hong Kong	1132	250	1225	278
1011	10011	China	Hong Kong	1132	250	1225	278
1011	10011	China	Hong Kong	1132	250	1225	278
1008	10012	China	Hong Kong	1132	250	1225	278
1009	10012	China	Hong Kong	1132	250	1225	278
1357	10012	China	Hong Kong	1132	250	1225	278
1645	10012	China	Hong Kong	1132	250	1225	278
5663	10013	Indonesia	Singapore	1233	445	1179	432
1010	10013	Australia	Singapore	1310	582	1179	432
1891	10013	Japan	Singapore	1314	239	1179	432
2496	10013	Australia	Singapore	1310	582	1179	432
2589	10013	China	Singapore	1132	250	1179	432
4833	10013	Taiwan	Singapore	1251	311	1179	432
4833	10013	Taiwan	Singapore	1251	311	1179	432
5968	10013	Australia	Singapore	1310	582	1179	432
1011	10014	China	Hong Kong	1132	250	1225	278
1011	10014	China	Hong Kong	1132	250	1225	278
1011	10014	China	Hong Kong	1132	250	1225	278
1013	10015	Romania	Cyprus	777	185	819	248
1014	10016	Egypt	United States	806	294	190	226
1243	10016	Mexico	United States	165	309	190	226
1326	10016	Egypt	United States	806	294	190	226
1014	10017	Egypt	United States	806	294	190	226
1014	10017	Egypt	United States	806	294	190	226
1749	10017	Greece	United States	764	220	190	226
1015	10018	United States	Hong Kong	190	226	1225	278
1015	10018	United States	Hong Kong	190	226	1225	278
2613	10018	United States	Hong Kong	190	226	1225	278
4053	10018	Spain	Hong Kong	650	219	1225	278
5701	10018	South Korea	Hong Kong	1258	238	1225	278
5857	10018	South Korea	Hong Kong	1258	238	1225	278
1016	10019	Thailand	Hong Kong	1160	352	1225	278
1016	10019	Thailand	Hong Kong	1160	352	1225	278
1016	10019	Thailand	Hong Kong	1160	352	1225	278
1016	10019	Thailand	Hong Kong	1160	352	1225	278
1423	10019	China	Hong Kong	1132	250	1225	278
1646	10019	Malaysia	Hong Kong	1178	432	1225	278
1960	10019	Hong Kong	Hong Kong	1225	278	1225	278
2214	10019	China	Hong Kong	1132	250	1225	278
1466	10019	Macao	Hong Kong	1227	314	1225	278
1698	10019	Macao	Hong Kong	1227	314	1225	278
2407	10019	Hong Kong	Hong Kong	1225	278	1225	278
2407	10019	Hong Kong	Hong Kong	1225	278	1225	278
2264	10019	Macao	Hong Kong	1227	314	1225	278
2542	10019	Macao	Hong Kong	1227	314	1225	278
2708	10019	Hong Kong	Hong Kong	1225	278	1225	278
2708	10019	Hong Kong	Hong Kong	1225	278	1225	278
3433	10019	Macao	Hong Kong	1227	314	1225	278
3585	10019	Thailand	Hong Kong	1160	352	1225	278
3901	10019	Thailand	Hong Kong	1160	352	1225	278
4055	10019	Thailand	Hong Kong	1160	352	1225	278
1328	10019	South Korea	Hong Kong	1258	238	1225	278
3564	10019	South Korea	Hong Kong	1258	238	1225	278
4009	10019	South Korea	Hong Kong	1258	238	1225	278
4129	10019	South Korea	Hong Kong	1258	238	1225	278
4704	10019	South Korea	Hong Kong	1258	238	1225	278
1993	10019	Vietnam	Hong Kong	1198	372	1225	278
1993	10019	Vietnam	Hong Kong	1198	372	1225	278
4971	10019	Vietnam	Hong Kong	1198	372	1225	278
4971	10019	Vietnam	Hong Kong	1198	372	1225	278
4971	10019	Vietnam	Hong Kong	1198	372	1225	278
6330	10019	Vietnam	Hong Kong	1198	372	1225	278
1017	10020	Thailand	Hong Kong	1160	352	1225	278
1017	10020	Thailand	Hong Kong	1160	352	1225	278
1017	10020	Thailand	Hong Kong	1160	352	1225	278
1017	10020	Thailand	Hong Kong	1160	352	1225	278
1017	10020	Thailand	Hong Kong	1160	352	1225	278
1017	10020	Thailand	Hong Kong	1160	352	1225	278
1134	10020	Macao	Hong Kong	1227	314	1225	278
2997	10020	United Kingdom	Hong Kong	662	150	1225	278
3818	10020	Hong Kong	Hong Kong	1225	278	1225	278
6500	10020	New Zealand	Hong Kong	1426	689	1225	278
1018	10021	Singapore	Hong Kong	1179	432	1225	278
3716	10021	Vietnam	Hong Kong	1198	372	1225	278
1019	10022	Sweden	Hong Kong	730	111	1225	278
1512	10022	China	Hong Kong	1132	250	1225	278
1645	10022	China	Hong Kong	1132	250	1225	278
1807	10022	China	Hong Kong	1132	250	1225	278
2520	10022	United Arab Emirates	Hong Kong	727	310	1225	278
2837	10022	China	Hong Kong	1132	250	1225	278
2902	10022	China	Hong Kong	1132	250	1225	278
3174	10022	Taiwan	Hong Kong	1251	311	1225	278
3336	10022	France	Hong Kong	676	183	1225	278
3486	10022	China	Hong Kong	1132	250	1225	278
3716	10022	Vietnam	Hong Kong	1198	372	1225	278
1020	10023	Norway	Hong Kong	711	107	1225	278
1021	10024	Slovenia	Austria	732	185	729	177
1021	10024	Slovenia	Austria	732	185	729	177
1022	10025	United States	United States	190	226	190	226
1632	10025	United States	United States	190	226	190	226
2228	10025	Mexico	United States	165	309	190	226
4488	10025	United States	United States	190	226	190	226
1023	10026	South Korea	Hong Kong	1258	238	1225	278
6018	10026	China	Hong Kong	1132	250	1225	278
6757	10026	China	Hong Kong	1132	250	1225	278
1024	10027	Thailand	Hong Kong	1160	352	1225	278
1361	10027	United Arab Emirates	Hong Kong	727	310	1225	278
1648	10027	Malaysia	Hong Kong	1178	432	1225	278
1466	10027	Macao	Hong Kong	1227	314	1225	278
2352	10027	Cambodia	Hong Kong	1180	371	1225	278
2404	10027	Malaysia	Hong Kong	1178	432	1225	278
2044	10027	Macao	Hong Kong	1227	314	1225	278
3406	10027	Hong Kong	Hong Kong	1225	278	1225	278
4109	10027	Hong Kong	Hong Kong	1225	278	1225	278
1831	10027	South Korea	Hong Kong	1258	238	1225	278
4674	10027	Vietnam	Hong Kong	1198	372	1225	278
1025	10028	Italy	Austria	728	208	729	177
1026	10029	South Africa	Zimbabwe	779	601	808	545
1027	10030	Philippines	Hong Kong	1258	356	1225	278
1027	10030	Philippines	Hong Kong	1258	356	1225	278
1226	10030	Macao	Hong Kong	1227	314	1225	278
1226	10030	Macao	Hong Kong	1227	314	1225	278
5164	10030	Hong Kong	Hong Kong	1225	278	1225	278
5164	10030	Hong Kong	Hong Kong	1225	278	1225	278
1028	10031	China	Hong Kong	1132	250	1225	278
1028	10031	China	Hong Kong	1132	250	1225	278
2417	10031	China	Hong Kong	1132	250	1225	278
2417	10031	China	Hong Kong	1132	250	1225	278
6054	10031	Greece	Hong Kong	764	220	1225	278
6054	10031	Greece	Hong Kong	764	220	1225	278
1029	10032	Thailand	Hong Kong	1160	352	1225	278
2955	10033	China	Hong Kong	1132	250	1225	278
4354	10033	Australia	Hong Kong	1310	582	1225	278
1030	10033	South Korea	Hong Kong	1258	238	1225	278
2286	10033	South Korea	Hong Kong	1258	238	1225	278
1240	10034	New Zealand	Hong Kong	1426	689	1225	278
1365	10034	United Arab Emirates	Hong Kong	727	310	1225	278
1810	10034	Croatia	Hong Kong	735	189	1225	278
1031	10034	Indonesia	Hong Kong	1233	445	1225	278
4327	10034	Indonesia	Hong Kong	1233	445	1225	278
2404	10034	Malaysia	Hong Kong	1178	432	1225	278
3906	10034	Russia	Hong Kong	1040	115	1225	278
3930	10034	Greece	Hong Kong	764	220	1225	278
3940	10034	Hungary	Hong Kong	752	180	1225	278
4038	10034	New Zealand	Hong Kong	1426	689	1225	278
4089	10034	Japan	Hong Kong	1314	239	1225	278
4614	10034	Greece	Hong Kong	764	220	1225	278
4792	10034	Germany	Hong Kong	711	155	1225	278
1023	10034	South Korea	Hong Kong	1258	238	1225	278
5180	10034	Greece	Hong Kong	764	220	1225	278
5834	10034	Australia	Hong Kong	1310	582	1225	278
1032	10035	Kenya	Kenya	846	437	846	437
5537	10035	Kenya	Kenya	846	437	846	437
1033	10036	United Arab Emirates	Hong Kong	727	310	1225	278
3718	10037	Denmark	Hong Kong	709	135	1225	278
1034	10037	Cambodia	Hong Kong	1180	371	1225	278
2502	10037	Estonia	Hong Kong	774	118	1225	278
2500	10037	Finland	Hong Kong	773	95	1225	278
1616	10037	Germany	Hong Kong	711	155	1225	278
1804	10037	Thailand	Hong Kong	1160	352	1225	278
1804	10037	Thailand	Hong Kong	1160	352	1225	278
2464	10037	Iceland	Hong Kong	603	88	1225	278
2503	10037	Sweden	Hong Kong	730	111	1225	278
2727	10037	Malaysia	Hong Kong	1178	432	1225	278
2727	10037	Malaysia	Hong Kong	1178	432	1225	278
2727	10037	Malaysia	Hong Kong	1178	432	1225	278
5462	10037	China	Hong Kong	1132	250	1225	278
5462	10037	China	Hong Kong	1132	250	1225	278
1278	10038	Morocco	Hong Kong	632	264	1225	278
1279	10038	Morocco	Hong Kong	632	264	1225	278
1035	10038	Indonesia	Hong Kong	1233	445	1225	278
1455	10038	Indonesia	Hong Kong	1233	445	1225	278
4576	10038	Macao	Hong Kong	1227	314	1225	278
3367	10038	Canada	Hong Kong	200	120	1225	278
6454	10038	Canada	Hong Kong	200	120	1225	278
6673	10038	United States	Hong Kong	190	226	1225	278
4777	10038	South Korea	Hong Kong	1258	238	1225	278
5995	10038	South Korea	Hong Kong	1258	238	1225	278
1036	10039	Mexico	United States	165	309	190	226
1327	10039	Mexico	United States	165	309	190	226
1419	10039	Mexico	United States	165	309	190	226
2231	10039	United States	United States	190	226	190	226
1037	10040	Egypt	United States	806	294	190	226
1243	10040	Mexico	United States	165	309	190	226
1038	10041	United States	Hungary	190	226	752	180
1961	10041	United States	Hungary	190	226	752	180
2261	10041	Croatia	Hungary	735	189	752	180
1039	10042	China	Hong Kong	1132	250	1225	278
1060	10042	China	Hong Kong	1132	250	1225	278
1060	10042	China	Hong Kong	1132	250	1225	278
1773	10042	China	Hong Kong	1132	250	1225	278
2879	10042	China	Hong Kong	1132	250	1225	278
3838	10042	China	Hong Kong	1132	250	1225	278
1040	10043	United Arab Emirates	Uganda	727	310	822	422
1213	10043	South Africa	Uganda	779	601	822	422
1998	10043	Thailand	Uganda	1160	352	822	422
1998	10043	Thailand	Uganda	1160	352	822	422
2212	10043	Kenya	Uganda	846	437	822	422
4105	10043	Israel	Uganda	830	263	822	422
4105	10043	Israel	Uganda	830	263	822	422
6754	10043	Uganda	Uganda	822	422	822	422
1041	10044	China	Hong Kong	1132	250	1225	278
1505	10044	China	Hong Kong	1132	250	1225	278
1505	10044	China	Hong Kong	1132	250	1225	278
1505	10044	China	Hong Kong	1132	250	1225	278
1919	10044	Taiwan	Hong Kong	1251	311	1225	278
3548	10044	Malaysia	Hong Kong	1178	432	1225	278
3548	10044	Malaysia	Hong Kong	1178	432	1225	278
5690	10044	Hungary	Hong Kong	752	180	1225	278
1042	10045	Hungary	Cyprus	752	180	819	248
1042	10045	Hungary	Cyprus	752	180	819	248
1544	10045	Romania	Cyprus	777	185	819	248
2188	10045	Greece	Cyprus	764	220	819	248
3910	10045	Romania	Cyprus	777	185	819	248
1043	10046	United States	United States	190	226	190	226
4179	10046	United States	United States	190	226	190	226
4237	10046	United States	United States	190	226	190	226
5408	10046	United States	United States	190	226	190	226
1044	10047	United States	United States	190	226	190	226
1277	10047	Austria	United States	729	177	190	226
4464	10047	Hungary	United States	752	180	190	226
4563	10047	Germany	United States	711	155	190	226
1045	10048	France	Hong Kong	676	183	1225	278
3142	10048	Indonesia	Hong Kong	1233	445	1225	278
3142	10048	Indonesia	Hong Kong	1233	445	1225	278
3142	10048	Indonesia	Hong Kong	1233	445	1225	278
3142	10048	Indonesia	Hong Kong	1233	445	1225	278
3142	10048	Indonesia	Hong Kong	1233	445	1225	278
6083	10048	Indonesia	Hong Kong	1233	445	1225	278
2059	10048	Hungary	Hong Kong	752	180	1225	278
2059	10048	Hungary	Hong Kong	752	180	1225	278
2188	10048	Greece	Hong Kong	764	220	1225	278
3195	10048	Thailand	Hong Kong	1160	352	1225	278
3740	10048	Czech Republic	Hong Kong	732	165	1225	278
3740	10048	Czech Republic	Hong Kong	732	165	1225	278
3954	10048	Thailand	Hong Kong	1160	352	1225	278
5608	10048	Netherlands	Hong Kong	692	152	1225	278
5608	10048	Netherlands	Hong Kong	692	152	1225	278
4917	10048	Malaysia	Hong Kong	1178	432	1225	278
6528	10048	Greece	Hong Kong	764	220	1225	278
3397	10048	Vietnam	Hong Kong	1198	372	1225	278
3397	10048	Vietnam	Hong Kong	1198	372	1225	278
3397	10048	Vietnam	Hong Kong	1198	372	1225	278
3489	10048	Vietnam	Hong Kong	1198	372	1225	278
1045	10049	France	Hong Kong	676	183	1225	278
1839	10049	Macao	Hong Kong	1227	314	1225	278
4246	10049	Iceland	Hong Kong	603	88	1225	278
1046	10050	Thailand	Hong Kong	1160	352	1225	278
1779	10050	Thailand	Hong Kong	1160	352	1225	278
4191	10050	Japan	Hong Kong	1314	239	1225	278
5803	10050	Taiwan	Hong Kong	1251	311	1225	278
1047	10051	South Africa	South Africa	779	601	779	601
1048	10052	Croatia	Hong Kong	735	189	1225	278
1189	10052	Cambodia	Hong Kong	1180	371	1225	278
1648	10052	Malaysia	Hong Kong	1178	432	1225	278
1317	10052	Indonesia	Hong Kong	1233	445	1225	278
2240	10052	Hungary	Hong Kong	752	180	1225	278
2240	10052	Hungary	Hong Kong	752	180	1225	278
2488	10052	Malaysia	Hong Kong	1178	432	1225	278
2314	10052	Macao	Hong Kong	1227	314	1225	278
5489	10052	Portugal	Hong Kong	627	222	1225	278
7103	10052	Australia	Hong Kong	1310	582	1225	278
1049	10053	Mexico	United States	165	309	190	226
1050	10054	Zimbabwe	Botswana	808	545	777	562
1051	10055	China	Hong Kong	1132	250	1225	278
1051	10055	China	Hong Kong	1132	250	1225	278
1044	10056	United States	Hong Kong	190	226	1225	278
2146	10056	Philippines	Hong Kong	1258	356	1225	278
2151	10056	China	Hong Kong	1132	250	1225	278
2367	10056	Taiwan	Hong Kong	1251	311	1225	278
2367	10056	Taiwan	Hong Kong	1251	311	1225	278
2367	10056	Taiwan	Hong Kong	1251	311	1225	278
2539	10056	Morocco	Hong Kong	632	264	1225	278
2546	10056	Greece	Hong Kong	764	220	1225	278
2546	10056	Greece	Hong Kong	764	220	1225	278
2546	10056	Greece	Hong Kong	764	220	1225	278
3111	10056	China	Hong Kong	1132	250	1225	278
4721	10056	Netherlands	Hong Kong	692	152	1225	278
4776	10056	Australia	Hong Kong	1310	582	1225	278
5492	10056	Malaysia	Hong Kong	1178	432	1225	278
2448	10056	South Korea	Hong Kong	1258	238	1225	278
1052	10057	Dominican Republic	United States	315	335	190	226
1053	10058	Morocco	Hong Kong	632	264	1225	278
1053	10058	Morocco	Hong Kong	632	264	1225	278
1053	10058	Morocco	Hong Kong	632	264	1225	278
1053	10058	Morocco	Hong Kong	632	264	1225	278
1053	10058	Morocco	Hong Kong	632	264	1225	278
4190	10058	Morocco	Hong Kong	632	264	1225	278
4190	10058	Morocco	Hong Kong	632	264	1225	278
4190	10058	Morocco	Hong Kong	632	264	1225	278
4190	10058	Morocco	Hong Kong	632	264	1225	278
4190	10058	Morocco	Hong Kong	632	264	1225	278
4190	10058	Morocco	Hong Kong	632	264	1225	278
6396	10059	Indonesia	United States	1233	445	190	226
6396	10059	Indonesia	United States	1233	445	190	226
2894	10059	Portugal	United States	627	222	190	226
1054	10059	China	United States	1132	250	190	226
2765	10059	United Kingdom	United States	662	150	190	226
5403	10059	Greece	United States	764	220	190	226
1055	10060	China	Hong Kong	1132	250	1225	278
1056	10061	Spain	Hong Kong	650	219	1225	278
1056	10061	Spain	Hong Kong	650	219	1225	278
1056	10061	Spain	Hong Kong	650	219	1225	278
1056	10061	Spain	Hong Kong	650	219	1225	278
2028	10061	Japan	Hong Kong	1314	239	1225	278
2028	10061	Japan	Hong Kong	1314	239	1225	278
2028	10061	Japan	Hong Kong	1314	239	1225	278
2028	10061	Japan	Hong Kong	1314	239	1225	278
2028	10061	Japan	Hong Kong	1314	239	1225	278
1057	10062	Malaysia	Hong Kong	1178	432	1225	278
1057	10062	Malaysia	Hong Kong	1178	432	1225	278
4372	10062	China	Hong Kong	1132	250	1225	278
1021	10063	Slovenia	Hong Kong	732	185	1225	278
1058	10063	Croatia	Hong Kong	735	189	1225	278
1058	10063	Croatia	Hong Kong	735	189	1225	278
1344	10063	Spain	Hong Kong	650	219	1225	278
1582	10063	China	Hong Kong	1132	250	1225	278
1582	10063	China	Hong Kong	1132	250	1225	278
2475	10063	Japan	Hong Kong	1314	239	1225	278
2475	10063	Japan	Hong Kong	1314	239	1225	278
2790	10063	China	Hong Kong	1132	250	1225	278
4081	10063	Austria	Hong Kong	729	177	1225	278
5999	10063	Portugal	Hong Kong	627	222	1225	278
6382	10063	China	Hong Kong	1132	250	1225	278
1059	10064	United States	Hong Kong	190	226	1225	278
1198	10064	Greece	Hong Kong	764	220	1225	278
1969	10064	Morocco	Hong Kong	632	264	1225	278
2957	10064	Morocco	Hong Kong	632	264	1225	278
2965	10064	Morocco	Hong Kong	632	264	1225	278
1060	10065	China	Hong Kong	1132	250	1225	278
1560	10065	Malaysia	Hong Kong	1178	432	1225	278
3913	10065	China	Hong Kong	1132	250	1225	278
